COUNTY,YEAR,Indicator,MEASURE,COUNT,VALUE,RANK,STATE
Aiken,2016,Mortality,Diseases of the heart (age-adjusted rate per 100000 population; 2013-2015),1087,170.2,14,176.8
Aiken,2016,Mortality,Motor vehicle accident (age-adjusted rate per 100000 population; 2013-2015),90,17.5,15,19.0
Aiken,2016,Mortality,Suicide (age-adjusted rate per 100000 population; 2013-2015),101,19.5,42,15.3
Aiken,2016,Mortality,All causes (age-adjusted rate per 1000 population; 2013-2015),5120,8.1,11,8.3
Aiken,2016,Population Demographics,Families below the poverty level (Percent; 2011-2015),NA,13.7,NA,12.8
Aiken,2016,Population Demographics,Population Non-Hispanic white (percent; 2015),NA,67.5,NA,64.7
Aiken,2016,Population Demographics,Population Non-Hispanic black (percent; 2015),NA,25.3,NA,27.6
Aiken,2016,Population Demographics,Population Non-Hispanic other (percent; 2015),NA,1.6,NA,2.2
Aiken,2016,Population Demographics,Population Hispanic/Latino (percent; 2015),NA,5.7,NA,5.5
Aiken,2016,Health Care Access,Delayed seeing a doctor in the last year due to cost (percent; 2013-2015),NA,15.7,14,16.7
Aiken,2016,Health Care Access,Has at least one person considered a personal doctor or health care provider (percent; 2013-2015),NA,78.1,31,77.8
Aiken,2016,Health Care Access,Population insured by Medicaid (percent; 2010-2014),NA,64.6,NA,64.4
Aiken,2016,Health Care Access,Population insured by private health insurance (percent; 2010-2014),NA,13.7,NA,13.8
Aiken,2016,Health Care Access,Population without health insurance (percent; 2010-2014),NA,13.2,NA,13.3
Aiken,2016,Home and Environmental Hazards,Crude rate of carbon monoxide (CO) exposures reported to SC poison control centers (call rate per 100000 population; 2015),NA,NA,NA,NA
Aiken,2016,Home and Environmental Hazards,Elevated (≥5 mcg/dL) blood lead tests in children <6 years of age (percent of all tests; 2015),NA,2.4,23,2.6
Aiken,2016,Home and Environmental Hazards,Homes built prior to 1980 (percent; 2011-2015),NA,43.2,NA,39.3
Aiken,2017,Births,Births with expected payor Medicaid  (percent of all live births; 2013-2015),3084,53.0,NA,50.1
Aiken,2017,Births,Breastfeeding initiation (percent of all live births; 2013-2015),4317,74.2,13,76.5
Aiken,2017,Births,Low birthweight births (<2500 grams; percent of all live births; 2013-2015),550,9.4,15,9.6
Aiken,2017,Births,Mothers receiving adequate prenatal care (percent of all live births; 2013-2015),4252,73.0,27,75.2
Aiken,2017,Births,Mothers who smoked during pregnancy (percent of all live births; 2013-2015),504,8.7,14,9.1
Aiken,2017,Births,Preterm births (<37 weeks gestation; percent of all live births; 2013-2015),647,11.1,19,11.2
Aiken,2017,Births,Teen live births (rate per 1000 female population aged 15-19; 2013-2015),394,26.2,19,23.8
Aiken,2017,Infant Mortality,Infant mortality (rate per 1000 live births; 2013-2015),45,7.7,27,6.8
Aiken,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Coronary heart disease (percent; 2013-2015),NA,5.6,27,4.6
Aiken,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Stroke (percent; 2013-2015),NA,4.5,23,3.8
Aiken,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Heart attack (percent; 2013-2015),NA,6.0,25,4.9
Aiken,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Hypertension (percent; 2013-2015),NA,37.8,11,38.4
Aiken,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Diabetes (percent; 2013-2015),NA,14.1,19,12.8
Aiken,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Current asthma (percent; 2013-2015),NA,6.9,9,8.7
Aiken,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Current smoking (percent; 2013-2015),NA,20.0,20,19.5
Aiken,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Adults categorized as obese; aged 20+ (BMI ≥30; percent; 2013-2015),NA,36.4,22,33.2
Aiken,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Reported leisure time physical activity in the past 30 days (percent; 2013-2015),NA,70.9,19,72.7
Aiken,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Received a flu vaccine in the last year; aged 65+ (percent; 2013-2015),NA,63.7,17,62.4
Aiken,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Received a pneumococcal vaccine ever; aged 65+ (percent; 2013-2015),NA,72.1,23,73.4
Aiken,2017,Mortality,Accidental drug overdose (age-adjusted rate per 100000 population; 2013-2015),,20.5,43,16.7
Aiken,2017,Mortality,Alzheimer's disease (age-adjusted rate per 100000 population; 2013-2015),,45.6,28,45.4
Aiken,2017,Mortality,Cancer (malignant neoplasms only; age-adjusted rate per 100000 population; 2013-2015),,165.8,15,165.5
Aiken,2017,Mortality,Cerebrovascular disease (age-adjusted rate per 100000 population; 2013-2015),,40.7,11,45.6
Aiken,2017,Mortality,Chronic lower respiratory disease (age-adjusted rate per 100000 population; 2013-2015),,46.2,16,48.4
Aiken,2017,Mortality,Diabetes (age-adjusted rate per 100000 population; 2013-2015),,22.7,22,23.4
Aiken,2017,Mortality,Diseases of the heart (age-adjusted rate per 100000 population; 2013-2015),,165.3,13,174.0
Aiken,2017,Mortality,Motor vehicle accident (age-adjusted rate per 100000 population; 2013-2015),,19.8,14,20.5
Aiken,2017,Mortality,Suicide (age-adjusted rate per 100000 population; 2013-2015),,21.2,43,15.6
Aiken,2017,Mortality,All causes (age-adjusted rate per 1000 population; 2013-2015),,8.2,12,8.3
Aiken,2017,Population Demographics,Families below the poverty level (Percent; 2011-2015),NA,13.6,NA,12.3
Aiken,2017,Population Demographics,Population Non-Hispanic white (percent; 2015),NA,67.1,NA,64.6
Aiken,2017,Population Demographics,Population Non-Hispanic black (percent; 2015),NA,25.5,NA,27.5
Aiken,2017,Population Demographics,Population Non-Hispanic other (percent; 2015),NA,1.6,NA,2.3
Aiken,2017,Population Demographics,Population Hispanic/Latino (percent; 2015),NA,5.8,NA,5.7
Aiken,2017,Health Care Access,Delayed seeing a doctor in the last year due to cost (percent; 2013-2015),NA,14.0,11,15.8
Aiken,2017,Health Care Access,Has at least one person considered a personal doctor or health care provider (percent; 2013-2015),NA,78.3,35,78.0
Aiken,2017,Health Care Access,Population insured by Medicaid (percent; 2010-2014),NA,65.5,NA,65.2
Aiken,2017,Health Care Access,Population insured by private health insurance (percent; 2010-2014),NA,5.3,NA,5.3
Aiken,2017,Health Care Access,Population without health insurance (percent; 2010-2014),NA,11.6,NA,12.1
Aiken,2017,Home and Environmental Hazards,Crude rate of carbon monoxide (CO) exposures reported to SC poison control centers (call rate per 100000 population; 2015),NA,NA,NA,NA
Aiken,2017,Home and Environmental Hazards,Elevated (≥5 mcg/dL) blood lead tests in children <6 years of age (percent of all tests; 2015),NA,1.4,11,1.9
Aiken,2017,Home and Environmental Hazards,Homes built prior to 1980 (percent; 2011-2015),NA,42.7,NA,38.7
Aiken,2018,Births,Births with expected payor Medicaid  (percent of all live births; 2013-2015),2944,51.5,NA,49.4
Aiken,2018,Births,Breastfeeding initiation (percent of all live births; 2013-2015),4348,76.0,12,77.5
Aiken,2018,Births,Low birthweight births (<2500 grams; percent of all live births; 2013-2015),529,9.2,10,9.7
Aiken,2018,Births,Mothers receiving adequate prenatal care (percent of all live births; 2013-2015),4227,73.9,27,76.2
Aiken,2018,Births,Mothers who smoked during pregnancy (percent of all live births; 2013-2015),465,8.1,15,8.6
Aiken,2018,Births,Preterm births (<37 weeks gestation; percent of all live births; 2013-2015),608,10.6,9,11.2
Aiken,2018,Births,Teen live births (rate per 1000 female population aged 15-19; 2013-2015),359,23.8,18,22.5
Aiken,2018,Infant Mortality,Infant mortality (rate per 1000 live births; 2013-2015),47,8.2,27,6.9
Aiken,2018,Chronic Diseases; Risk Factors; and Health Behaviors,Coronary heart disease (percent; 2013-2015),NA,5.3,21,4.8
Aiken,2018,Chronic Diseases; Risk Factors; and Health Behaviors,Stroke (percent; 2013-2015),NA,4.6,24,3.9
Aiken,2018,Chronic Diseases; Risk Factors; and Health Behaviors,Heart attack (percent; 2013-2015),NA,5.4,18,5.1
Aiken,2018,Chronic Diseases; Risk Factors; and Health Behaviors,Hypertension (percent; 2013-2015),NA,37.2,7,38.9
Aiken,2018,Chronic Diseases; Risk Factors; and Health Behaviors,Diabetes (percent; 2013-2015),NA,13.1,11,13.3
Aiken,2018,Chronic Diseases; Risk Factors; and Health Behaviors,Current asthma (percent; 2013-2015),NA,8.0,9,9.0
Aiken,2018,Chronic Diseases; Risk Factors; and Health Behaviors,Current smoking (percent; 2013-2015),NA,18.4,12,18.9
Aiken,2018,Chronic Diseases; Risk Factors; and Health Behaviors,Adults categorized as obese; aged 20+ (BMI ≥30; percent; 2013-2015),NA,36.8,23,34.1
Aiken,2018,Chronic Diseases; Risk Factors; and Health Behaviors,Reported leisure time physical activity in the past 30 days (percent; 2013-2015),NA,70.9,16,72.7
Aiken,2018,Chronic Diseases; Risk Factors; and Health Behaviors,Received a flu vaccine in the last year; aged 65+ (percent; 2013-2015),NA,60.4,20,60.9
Aiken,2018,Chronic Diseases; Risk Factors; and Health Behaviors,Received a pneumococcal vaccine ever; aged 65+ (percent; 2013-2015),NA,71.2,19,73.8
Aiken,2018,Mortality,Accidental drug overdose (age-adjusted rate per 100000 population; 2013-2015),108,22.1,42,18.8
Aiken,2018,Mortality,Alzheimer's disease (age-adjusted rate per 100000 population; 2013-2015),292,44.1,28,44.8
Aiken,2018,Mortality,Cancer (malignant neoplasms only; age-adjusted rate per 100000 population; 2013-2015),1162,166.4,21,162.3
Aiken,2018,Mortality,Cerebrovascular disease (age-adjusted rate per 100000 population; 2013-2015),266,39.0,6,45.3
Aiken,2018,Mortality,Chronic lower respiratory disease (age-adjusted rate per 100000 population; 2013-2015),338,48.4,23,47.0
Aiken,2018,Mortality,Diabetes (age-adjusted rate per 100000 population; 2013-2015),162,24.0,24,23.9
Aiken,2018,Mortality,Diseases of the heart (age-adjusted rate per 100000 population; 2013-2015),1133,168.8,16,170.7
Aiken,2018,Mortality,Motor vehicle accident (age-adjusted rate per 100000 population; 2013-2015),96,18.7,10,20.6
Aiken,2018,Mortality,Suicide (age-adjusted rate per 100000 population; 2013-2015),120,22.9,44,15.8
Aiken,2018,Mortality,All causes (age-adjusted rate per 1000 population; 2013-2015),5484,8.3,14,8.3
Aiken,2018,Population Demographics,Families below the poverty level (Percent; 2011-2015),NA,12.9,NA,11.7
Aiken,2018,Population Demographics,Population Non-Hispanic white (percent; 2015),NA,67.0,NA,64.5
Aiken,2018,Population Demographics,Population Non-Hispanic black (percent; 2015),NA,25.5,NA,27.3
Aiken,2018,Population Demographics,Population Non-Hispanic other (percent; 2015),NA,1.7,NA,2.3
Aiken,2018,Population Demographics,Population Hispanic/Latino (percent; 2015),NA,5.9,NA,5.8
Aiken,2018,Health Care Access,Delayed seeing a doctor in the last year due to cost (percent; 2013-2015),NA,12.1,4,15.6
Aiken,2018,Health Care Access,Has at least one person considered a personal doctor or health care provider (percent; 2013-2015),NA,75.2,42,77.3
Aiken,2018,Health Care Access,Population insured by Medicaid (percent; 2010-2014),NA,65.7,NA,65.9
Aiken,2018,Health Care Access,Population insured by private health insurance (percent; 2010-2014),NA,5.1,NA,5.2
Aiken,2018,Health Care Access,Population without health insurance (percent; 2010-2014),NA,11.3,NA,11.0
Aiken,2018,Home and Environmental Hazards,Crude rate of carbon monoxide (CO) exposures reported to SC poison control centers (call rate per 100000 population; 2015),NA,NA,NA,NA
Aiken,2018,Home and Environmental Hazards,Elevated (≥5 mcg/dL) blood lead tests in children <6 years of age (percent of all tests; 2015),NA,1.9,19,1.8
Aiken,2018,Home and Environmental Hazards,Homes built prior to 1980 (percent; 2011-2015),NA,42.5,NA,38.0
Allendale,2015,Births,Births with expected payor Medicaid  (percent of all live births; 2013-2015),NA,84.9,NA,51.2
Allendale,2015,Births,Breastfeeding initiation (percent of all live births; 2013-2015),NA,38.4,45,72.4
Allendale,2015,Births,Low birthweight births (<2500 grams; percent of all live births; 2013-2015),NA,12.5,42,9.6
Allendale,2015,Births,Mothers receiving adequate prenatal care (percent of all live births; 2013-2015),NA,63.8,43,74.3
Allendale,2015,Births,Mothers who smoked during pregnancy (percent of all live births; 2013-2015),NA,4.4,1,10.6
Allendale,2015,Births,Preterm births (<37 weeks gestation; percent of all live births; 2013-2015),NA,16.6,46,11.0
Allendale,2015,Births,Teen live births (rate per 1000 female population aged 15-19; 2013-2015),NA,65.6,46,28.7
Allendale,2015,Infant Mortality,Infant mortality (rate per 1000 live births; 2013-2015),NA,7.4,25,6.8
Allendale,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Coronary heart disease (percent; 2013-2015),NA,3.6,9,4.7
Allendale,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Stroke (percent; 2013-2015),NA,10.3,46,3.8
Allendale,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Heart attack (percent; 2013-2015),NA,6.0,30,4.7
Allendale,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Hypertension (percent; 2013-2015),NA,70.5,46,38.5
Allendale,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Diabetes (percent; 2013-2015),NA,29.2,46,12.0
Allendale,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Current asthma (percent; 2013-2015),NA,16.7,46,8.3
Allendale,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Current smoking (percent; 2013-2015),NA,16.4,6,21.0
Allendale,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Adults categorized as obese; aged 20+ (BMI ≥30; percent; 2013-2015),NA,43.7,44,32.7
Allendale,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Reported leisure time physical activity in the past 30 days (percent; 2013-2015),NA,58.1,46,73.7
Allendale,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Received a flu vaccine in the last year; aged 65+ (percent; 2013-2015),NA,55.1,42,63.9
Allendale,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Received a pneumococcal vaccine ever; aged 65+ (percent; 2013-2015),NA,67.3,34,71.6
Allendale,2015,Mortality,Accidental drug overdose (age-adjusted rate per 100000 population; 2013-2015),NA,0.0,1,13.0
Allendale,2015,Mortality,Alzheimer's disease (age-adjusted rate per 100000 population; 2013-2015),NA,20.4,6,38.7
Allendale,2015,Mortality,Cancer (malignant neoplasms only; age-adjusted rate per 100000 population; 2013-2015),NA,197.7,38,170.2
Allendale,2015,Mortality,Cerebrovascular disease (age-adjusted rate per 100000 population; 2013-2015),NA,81.1,46,45.9
Allendale,2015,Mortality,Chronic lower respiratory disease (age-adjusted rate per 100000 population; 2013-2015),NA,35.6,4,49.6
Allendale,2015,Mortality,Diabetes (age-adjusted rate per 100000 population; 2013-2015),NA,75.4,46,22.5
Allendale,2015,Mortality,Diseases of the heart (age-adjusted rate per 100000 population; 2013-2015),NA,236.2,37,178.7
Allendale,2015,Mortality,Motor vehicle accident (age-adjusted rate per 100000 population; 2013-2015),NA,14.6,10,17.3
Allendale,2015,Mortality,Suicide (age-adjusted rate per 100000 population; 2013-2015),NA,0.0,1,14.7
Allendale,2015,Mortality,All causes (age-adjusted rate per 1000 population; 2013-2015),NA,10.3,40,8.3
Allendale,2015,Population Demographics,Families below the poverty level (Percent; 2011-2015),NA,20.5,NA,13.5
Allendale,2015,Population Demographics,Population Non-Hispanic white (percent; 2015),NA,23.3,NA,64.6
Allendale,2015,Population Demographics,Population Non-Hispanic black (percent; 2015),NA,73.0,NA,27.8
Allendale,2015,Population Demographics,Population Non-Hispanic other (percent; 2015),NA,0.8,NA,2.1
Allendale,2015,Population Demographics,Population Hispanic/Latino (percent; 2015),NA,3.0,NA,5.5
Allendale,2015,Health Care Access,Delayed seeing a doctor in the last year due to cost (percent; 2013-2015),NA,16.1,16,17.9
Allendale,2015,Health Care Access,Has at least one person considered a personal doctor or health care provider (percent; 2013-2015),NA,91.5,1,77.0
Allendale,2015,Health Care Access,Population insured by Medicaid (percent; 2010-2014),NA,45.6,NA,62.9
Allendale,2015,Health Care Access,Population insured by private health insurance (percent; 2010-2014),NA,29.0,NA,18.1
Allendale,2015,Health Care Access,Population without health insurance (percent; 2010-2014),NA,23.0,NA,15.9
Allendale,2015,Home and Environmental Hazards,Crude rate of carbon monoxide (CO) exposures reported to SC poison control centers (call rate per 100000 population; 2015),NA,0.0,1,1.8
Allendale,2015,Home and Environmental Hazards,Elevated (≥5 mcg/dL) blood lead tests in children <6 years of age (percent of all tests; 2015),NA,1.2,5,2.8
Allendale,2015,Home and Environmental Hazards,Homes built prior to 1980 (percent; 2011-2015),NA,64.8,NA,40.0
Allendale,2016,Births,Births with expected payor Medicaid  (percent of all live births; 2013-2015),224,84.9,NA,51.2
Allendale,2016,Births,Breastfeeding initiation (percent of all live births; 2013-2015),108,42.5,45,74.6
Allendale,2016,Births,Low birthweight births (<2500 grams; percent of all live births; 2013-2015),38,15.0,46,9.5
